userId,n_ratings,n_sessions,n_multi_sessions,max_session_size,mean_session_size,frac_in_multi
106206,52,1,1,52,52.0,1.0
106207,76,3,2,47,25.333,0.9868
106208,177,19,15,68,9.316,0.9774
106209,38,1,1,38,38.0,1.0
106210,33,1,1,33,33.0,1.0
106211,110,2,2,91,55.0,1.0
106212,41,1,1,41,41.0,1.0
106213,286,1,1,286,286.0,1.0
106214,22,1,1,22,22.0,1.0
106215,258,4,4,153,64.5,1.0
106216,63,6,5,43,10.5,0.9841
106217,281,10,5,220,28.1,0.9822
106218,253,4,4,107,63.25,1.0
106219,20,1,1,20,20.0,1.0
106220,238,1,1,238,238.0,1.0
106221,566,49,28,350,11.551,0.9629
106222,100,1,1,100,100.0,1.0
106223,83,6,6,33,13.833,1.0
106224,91,1,1,91,91.0,1.0
106225,46,1,1,46,46.0,1.0
106226,991,47,42,220,21.085,0.995
106227,25,1,1,25,25.0,1.0
106228,20,1,1,20,20.0,1.0
106229,24,1,1,24,24.0,1.0
106230,101,1,1,101,101.0,1.0
106231,104,1,1,104,104.0,1.0
106232,25,1,1,25,25.0,1.0
106233,20,1,1,20,20.0,1.0
106234,25,1,1,25,25.0,1.0
106235,25,2,2,16,12.5,1.0
106236,166,17,13,41,9.765,0.9759
106237,90,1,1,90,90.0,1.0
106238,29,1,1,29,29.0,1.0
106239,195,1,1,195,195.0,1.0
106240,43,5,5,19,8.6,1.0
106241,775,73,54,110,10.616,0.9755
106242,110,1,1,110,110.0,1.0
106243,384,26,23,105,14.769,0.9922
106244,25,1,1,25,25.0,1.0
106245,24,2,2,16,12.0,1.0
106246,69,1,1,69,69.0,1.0
106247,22,1,1,22,22.0,1.0
106248,513,2,2,266,256.5,1.0
106249,135,3,3,102,45.0,1.0
106250,36,1,1,36,36.0,1.0
106251,236,3,3,153,78.667,1.0
106252,52,2,2,39,26.0,1.0
106253,272,1,1,272,272.0,1.0
106254,26,1,1,26,26.0,1.0
106255,65,1,1,65,65.0,1.0
106256,719,5,4,402,143.8,0.9986
106257,21,1,1,21,21.0,1.0
106258,27,1,1,27,27.0,1.0
106259,40,2,2,33,20.0,1.0
106260,63,1,1,63,63.0,1.0
106261,26,1,1,26,26.0,1.0
106262,292,5,5,97,58.4,1.0
106263,36,1,1,36,36.0,1.0
106264,111,9,8,46,12.333,0.991
106265,23,1,1,23,23.0,1.0
106266,39,1,1,39,39.0,1.0
106267,31,1,1,31,31.0,1.0
106268,368,1,1,368,368.0,1.0
106269,20,1,1,20,20.0,1.0
106270,95,1,1,95,95.0,1.0
106271,319,6,6,253,53.167,1.0
106272,114,14,11,34,8.143,0.9737
106273,450,2,2,322,225.0,1.0
106274,43,1,1,43,43.0,1.0
106275,62,1,1,62,62.0,1.0
106276,128,1,1,128,128.0,1.0
106277,27,1,1,27,27.0,1.0
106278,152,2,2,148,76.0,1.0
106279,202,3,3,178,67.333,1.0
106280,83,2,2,60,41.5,1.0
106281,26,1,1,26,26.0,1.0
106282,47,1,1,47,47.0,1.0
106283,123,8,3,107,15.375,0.9593
106284,170,1,1,170,170.0,1.0
106285,172,4,4,77,43.0,1.0
106286,180,7,7,120,25.714,1.0
106287,42,1,1,42,42.0,1.0
106288,35,1,1,35,35.0,1.0
106289,138,9,9,39,15.333,1.0
106290,261,27,21,53,9.667,0.977
106291,50,1,1,50,50.0,1.0
106292,90,7,5,46,12.857,0.9778
106293,20,1,1,20,20.0,1.0
106294,45,1,1,45,45.0,1.0
106295,138,1,1,138,138.0,1.0
106296,149,2,2,133,74.5,1.0
106297,98,11,9,44,8.909,0.9796
106298,31,1,1,31,31.0,1.0
106299,69,1,1,69,69.0,1.0
106300,60,1,1,60,60.0,1.0
106301,25,1,1,25,25.0,1.0
106302,737,8,8,180,92.125,1.0
106303,39,1,1,39,39.0,1.0
106304,32,1,1,32,32.0,1.0
106305,70,1,1,70,70.0,1.0
106306,36,1,1,36,36.0,1.0
106307,120,7,6,77,17.143,0.9917
106308,1674,152,103,285,11.013,0.9707
106309,20,1,1,20,20.0,1.0
106310,735,167,76,206,4.401,0.8762
106311,20,1,1,20,20.0,1.0
106312,390,134,47,54,2.91,0.7769
106313,32,2,1,31,16.0,0.9688
106314,100,1,1,100,100.0,1.0
106315,50,1,1,50,50.0,1.0
106316,25,1,1,25,25.0,1.0
106317,26,1,1,26,26.0,1.0
106318,92,2,1,91,46.0,0.9891
106319,100,1,1,100,100.0,1.0
106320,50,1,1,50,50.0,1.0
106321,181,2,2,156,90.5,1.0
106322,52,1,1,52,52.0,1.0
106323,20,1,1,20,20.0,1.0
106324,26,2,2,19,13.0,1.0
106325,119,3,3,75,39.667,1.0
106326,34,1,1,34,34.0,1.0
106327,32,1,1,32,32.0,1.0
106328,21,1,1,21,21.0,1.0
106329,32,1,1,32,32.0,1.0
106330,120,3,3,47,40.0,1.0
106331,24,1,1,24,24.0,1.0
106332,453,9,8,167,50.333,0.9978
106333,319,1,1,319,319.0,1.0
106334,56,2,2,52,28.0,1.0
106335,32,1,1,32,32.0,1.0
106336,342,1,1,342,342.0,1.0
106337,35,1,1,35,35.0,1.0
106338,45,7,5,16,6.429,0.9556
106339,48,1,1,48,48.0,1.0
106340,142,2,2,107,71.0,1.0
106341,214,12,6,117,17.833,0.972
106342,59,2,2,57,29.5,1.0
106343,226,4,4,208,56.5,1.0
106344,49,1,1,49,49.0,1.0
106345,225,1,1,225,225.0,1.0
106346,36,1,1,36,36.0,1.0
106347,359,3,3,175,119.667,1.0
106348,836,11,11,230,76.0,1.0
106349,68,1,1,68,68.0,1.0
106350,30,1,1,30,30.0,1.0
106351,34,1,1,34,34.0,1.0
106352,211,6,6,132,35.167,1.0
106353,23,1,1,23,23.0,1.0
106354,486,17,15,337,28.588,0.9959
106355,721,499,116,24,1.445,0.4688
106356,43,1,1,43,43.0,1.0
106357,51,1,1,51,51.0,1.0
106358,40,1,1,40,40.0,1.0
106359,377,8,6,135,47.125,0.9947
106360,63,1,1,63,63.0,1.0
106361,22,1,1,22,22.0,1.0
106362,39,1,1,39,39.0,1.0
106363,34,1,1,34,34.0,1.0
106364,55,1,1,55,55.0,1.0
106365,44,1,1,44,44.0,1.0
106366,44,3,1,42,14.667,0.9545
106367,104,3,2,71,34.667,0.9904
106368,72,1,1,72,72.0,1.0
106369,122,1,1,122,122.0,1.0
106370,48,1,1,48,48.0,1.0
106371,32,1,1,32,32.0,1.0
106372,76,1,1,76,76.0,1.0
106373,96,1,1,96,96.0,1.0
106374,141,1,1,141,141.0,1.0
106375,30,1,1,30,30.0,1.0
106376,88,1,1,88,88.0,1.0
106377,106,16,10,40,6.625,0.9434
106378,120,3,2,74,40.0,0.9917
106379,24,1,1,24,24.0,1.0
106380,37,1,1,37,37.0,1.0
106381,116,22,13,33,5.273,0.9224
106382,43,1,1,43,43.0,1.0
106383,22,1,1,22,22.0,1.0
106384,26,1,1,26,26.0,1.0
106385,27,1,1,27,27.0,1.0
106386,85,1,1,85,85.0,1.0
106387,21,2,2,15,10.5,1.0
106388,180,4,4,73,45.0,1.0
106389,43,1,1,43,43.0,1.0
106390,70,2,2,60,35.0,1.0
106391,25,1,1,25,25.0,1.0
106392,174,4,4,67,43.5,1.0
106393,38,1,1,38,38.0,1.0
106394,62,1,1,62,62.0,1.0
106395,65,2,2,42,32.5,1.0
106396,139,4,3,81,34.75,0.9928
106397,60,1,1,60,60.0,1.0
106398,22,1,1,22,22.0,1.0
106399,29,2,2,23,14.5,1.0
106400,22,1,1,22,22.0,1.0
106401,146,4,4,66,36.5,1.0
106402,30,1,1,30,30.0,1.0
106403,40,3,2,24,13.333,0.975
106404,22,1,1,22,22.0,1.0
106405,82,7,6,35,11.714,0.9878
106406,151,1,1,151,151.0,1.0
106407,630,53,40,99,11.887,0.9794
106408,129,2,2,76,64.5,1.0
106409,24,1,1,24,24.0,1.0
106410,113,8,7,50,14.125,0.9912
106411,32,1,1,32,32.0,1.0
106412,46,1,1,46,46.0,1.0
106413,20,1,1,20,20.0,1.0
106414,170,4,4,82,42.5,1.0
106415,69,1,1,69,69.0,1.0
106416,55,1,1,55,55.0,1.0
106417,62,1,1,62,62.0,1.0
106418,26,1,1,26,26.0,1.0
106419,25,1,1,25,25.0,1.0
106420,25,1,1,25,25.0,1.0
106421,39,1,1,39,39.0,1.0
106422,23,2,1,22,11.5,0.9565
106423,71,1,1,71,71.0,1.0
106424,29,1,1,29,29.0,1.0
106425,24,1,1,24,24.0,1.0
106426,129,9,9,43,14.333,1.0
106427,186,2,2,180,93.0,1.0
106428,123,2,2,99,61.5,1.0
106429,171,5,5,61,34.2,1.0
106430,51,2,2,48,25.5,1.0
106431,95,1,1,95,95.0,1.0
106432,38,1,1,38,38.0,1.0
106433,26,2,2,24,13.0,1.0
106434,101,1,1,101,101.0,1.0
106435,51,1,1,51,51.0,1.0
106436,153,1,1,153,153.0,1.0
106437,88,13,10,25,6.769,0.9659
106438,20,1,1,20,20.0,1.0
106439,31,4,3,16,7.75,0.9677
106440,23,3,3,15,7.667,1.0
106441,2735,531,261,223,5.151,0.9013
106442,75,1,1,75,75.0,1.0
106443,28,2,2,25,14.0,1.0
106444,1081,125,92,165,8.648,0.9695
106445,29,1,1,29,29.0,1.0
106446,26,1,1,26,26.0,1.0
106447,109,1,1,109,109.0,1.0
106448,44,1,1,44,44.0,1.0
106449,34,1,1,34,34.0,1.0
106450,20,1,1,20,20.0,1.0
106451,176,2,2,157,88.0,1.0
106452,182,1,1,182,182.0,1.0
106453,96,1,1,96,96.0,1.0
106454,155,1,1,155,155.0,1.0
106455,100,3,2,58,33.333,0.99
106456,27,2,2,15,13.5,1.0
106457,61,1,1,61,61.0,1.0
106458,41,1,1,41,41.0,1.0
106459,83,4,2,76,20.75,0.9759
106460,46,2,2,40,23.0,1.0
106461,25,1,1,25,25.0,1.0
106462,68,1,1,68,68.0,1.0
106463,85,9,7,29,9.444,0.9765
106464,791,8,7,281,98.875,0.9987
106465,317,71,33,96,4.465,0.8801
106466,51,1,1,51,51.0,1.0
106467,54,1,1,54,54.0,1.0
106468,20,1,1,20,20.0,1.0
106469,38,1,1,38,38.0,1.0
106470,23,1,1,23,23.0,1.0
106471,22,1,1,22,22.0,1.0
106472,23,2,2,21,11.5,1.0
106473,36,1,1,36,36.0,1.0
106474,939,4,4,420,234.75,1.0
106475,101,2,2,88,50.5,1.0
106476,520,12,11,131,43.333,0.9981
106477,54,1,1,54,54.0,1.0
106478,123,4,3,58,30.75,0.9919
106479,38,1,1,38,38.0,1.0
106480,52,1,1,52,52.0,1.0
106481,348,10,7,239,34.8,0.9914
106482,22,1,1,22,22.0,1.0
106483,25,1,1,25,25.0,1.0
106484,59,1,1,59,59.0,1.0
106485,171,3,3,151,57.0,1.0
106486,25,1,1,25,25.0,1.0
106487,281,2,2,155,140.5,1.0
106488,23,1,1,23,23.0,1.0
106489,511,3,2,402,170.333,0.998
106490,201,1,1,201,201.0,1.0
106491,28,1,1,28,28.0,1.0
106492,95,1,1,95,95.0,1.0
106493,200,12,11,64,16.667,0.995
106494,52,1,1,52,52.0,1.0
106495,86,1,1,86,86.0,1.0
106496,108,4,2,104,27.0,0.9815
106497,80,7,6,47,11.429,0.9875
106498,56,1,1,56,56.0,1.0
106499,52,1,1,52,52.0,1.0
106500,422,1,1,422,422.0,1.0
106501,158,3,2,145,52.667,0.9937
106502,169,1,1,169,169.0,1.0
106503,162,2,2,89,81.0,1.0
106504,247,3,3,190,82.333,1.0
106505,94,1,1,94,94.0,1.0
106506,51,1,1,51,51.0,1.0
106507,120,1,1,120,120.0,1.0
106508,63,1,1,63,63.0,1.0
106509,48,2,2,43,24.0,1.0
106510,33,1,1,33,33.0,1.0
106511,140,2,2,89,70.0,1.0
106512,246,2,1,245,123.0,0.9959
106513,273,1,1,273,273.0,1.0
106514,48,1,1,48,48.0,1.0
106515,119,5,3,50,23.8,0.9832
106516,160,2,2,95,80.0,1.0
106517,117,3,3,71,39.0,1.0
106518,97,4,4,35,24.25,1.0
106519,274,1,1,274,274.0,1.0
106520,334,29,10,271,11.517,0.9431
106521,38,2,2,20,19.0,1.0
106522,28,1,1,28,28.0,1.0
106523,59,1,1,59,59.0,1.0
106524,110,3,3,86,36.667,1.0
106525,35,1,1,35,35.0,1.0
106526,129,6,6,85,21.5,1.0
106527,42,1,1,42,42.0,1.0
106528,276,1,1,276,276.0,1.0
106529,60,1,1,60,60.0,1.0
106530,28,1,1,28,28.0,1.0
106531,23,1,1,23,23.0,1.0
106532,49,7,4,19,7.0,0.9388
106533,48,6,6,18,8.0,1.0
106534,56,5,5,20,11.2,1.0
106535,33,1,1,33,33.0,1.0
106536,34,1,1,34,34.0,1.0
106537,273,22,17,81,12.409,0.9817
106538,56,3,2,42,18.667,0.9821
106539,168,1,1,168,168.0,1.0
106540,139,6,5,69,23.167,0.9928
106541,81,1,1,81,81.0,1.0
106542,50,3,3,23,16.667,1.0
106543,217,3,2,143,72.333,0.9954
106544,21,1,1,21,21.0,1.0
106545,67,1,1,67,67.0,1.0
106546,44,4,4,27,11.0,1.0
106547,350,17,15,91,20.588,0.9943
106548,51,1,1,51,51.0,1.0
106549,257,1,1,257,257.0,1.0
106550,24,1,1,24,24.0,1.0
106551,35,1,1,35,35.0,1.0
106552,20,1,1,20,20.0,1.0
106553,23,1,1,23,23.0,1.0
106554,78,1,1,78,78.0,1.0
106555,29,1,1,29,29.0,1.0
106556,63,1,1,63,63.0,1.0
106557,252,3,1,250,84.0,0.9921
106558,23,2,2,17,11.5,1.0
106559,525,12,10,173,43.75,0.9962
106560,67,1,1,67,67.0,1.0
106561,126,1,1,126,126.0,1.0
106562,601,11,11,383,54.636,1.0
106563,30,1,1,30,30.0,1.0
106564,23,1,1,23,23.0,1.0
106565,44,3,3,35,14.667,1.0
106566,50,2,2,28,25.0,1.0
106567,50,1,1,50,50.0,1.0
106568,69,1,1,69,69.0,1.0
106569,26,1,1,26,26.0,1.0
106570,38,2,2,25,19.0,1.0
106571,41,1,1,41,41.0,1.0
106572,54,1,1,54,54.0,1.0
106573,101,1,1,101,101.0,1.0
106574,25,1,1,25,25.0,1.0
106575,68,4,3,39,17.0,0.9853
106576,224,7,7,116,32.0,1.0
106577,24,1,1,24,24.0,1.0
106578,98,1,1,98,98.0,1.0
106579,455,48,22,278,9.479,0.9429
106580,63,1,1,63,63.0,1.0
106581,24,1,1,24,24.0,1.0
106582,34,1,1,34,34.0,1.0
106583,22,1,1,22,22.0,1.0
106584,120,4,3,93,30.0,0.9917
106585,76,1,1,76,76.0,1.0
106586,23,1,1,23,23.0,1.0
106587,94,1,1,94,94.0,1.0
106588,43,4,2,34,10.75,0.9535
106589,46,2,2,40,23.0,1.0
106590,22,1,1,22,22.0,1.0
106591,31,1,1,31,31.0,1.0
106592,76,1,1,76,76.0,1.0
106593,45,1,1,45,45.0,1.0
106594,64,3,3,27,21.333,1.0
106595,36,1,1,36,36.0,1.0
106596,23,1,1,23,23.0,1.0
106597,70,7,5,27,10.0,0.9714
106598,54,2,2,40,27.0,1.0
106599,35,1,1,35,35.0,1.0
106600,47,1,1,47,47.0,1.0
106601,553,30,24,186,18.433,0.9892
106602,37,1,1,37,37.0,1.0
106603,150,30,12,96,5.0,0.88
106604,61,1,1,61,61.0,1.0
106605,110,1,1,110,110.0,1.0
106606,47,1,1,47,47.0,1.0
106607,26,4,4,11,6.5,1.0
106608,26,1,1,26,26.0,1.0
106609,89,1,1,89,89.0,1.0
106610,159,1,1,159,159.0,1.0
106611,122,2,2,83,61.0,1.0
106612,25,1,1,25,25.0,1.0
106613,43,1,1,43,43.0,1.0
106614,179,26,16,28,6.885,0.9441
106615,26,1,1,26,26.0,1.0
106616,74,3,3,53,24.667,1.0
106617,30,1,1,30,30.0,1.0
106618,20,1,1,20,20.0,1.0
106619,127,10,8,64,12.7,0.9843
106620,350,2,2,259,175.0,1.0
106621,55,1,1,55,55.0,1.0
106622,282,5,4,243,56.4,0.9965
106623,27,1,1,27,27.0,1.0
106624,407,50,30,67,8.14,0.9509
106625,113,3,3,53,37.667,1.0
106626,98,1,1,98,98.0,1.0
106627,173,38,14,36,4.553,0.8613
106628,242,22,11,81,11.0,0.9545
106629,74,1,1,74,74.0,1.0
106630,147,1,1,147,147.0,1.0
106631,155,1,1,155,155.0,1.0
106632,200,17,11,110,11.765,0.97
106633,23,1,1,23,23.0,1.0
106634,45,1,1,45,45.0,1.0
106635,69,1,1,69,69.0,1.0
106636,21,1,1,21,21.0,1.0
106637,167,1,1,167,167.0,1.0
106638,303,40,17,45,7.575,0.9241
106639,57,1,1,57,57.0,1.0
106640,323,2,2,253,161.5,1.0
106641,24,1,1,24,24.0,1.0
106642,144,1,1,144,144.0,1.0
106643,413,15,14,150,27.533,0.9976
106644,135,1,1,135,135.0,1.0
106645,58,1,1,58,58.0,1.0
106646,23,1,1,23,23.0,1.0
106647,675,3,3,631,225.0,1.0
106648,68,1,1,68,68.0,1.0
106649,326,6,5,138,54.333,0.9969
106650,181,2,1,180,90.5,0.9945
106651,63,2,2,45,31.5,1.0
106652,57,1,1,57,57.0,1.0
106653,233,1,1,233,233.0,1.0
106654,149,3,3,68,49.667,1.0
106655,467,2,2,428,233.5,1.0
106656,24,1,1,24,24.0,1.0
106657,26,1,1,26,26.0,1.0
106658,247,4,4,214,61.75,1.0
106659,371,59,34,63,6.288,0.9326
106660,48,1,1,48,48.0,1.0
106661,74,1,1,74,74.0,1.0
106662,22,1,1,22,22.0,1.0
106663,492,21,20,162,23.429,0.998
106664,132,1,1,132,132.0,1.0
106665,104,3,2,94,34.667,0.9904
106666,46,2,2,30,23.0,1.0
106667,79,1,1,79,79.0,1.0
106668,52,4,4,25,13.0,1.0
106669,431,4,4,184,107.75,1.0
106670,27,4,3,15,6.75,0.963
106671,481,1,1,481,481.0,1.0
106672,84,1,1,84,84.0,1.0
106673,330,14,13,185,23.571,0.997
106674,87,31,10,30,2.806,0.7586
106675,177,18,6,75,9.833,0.9322
106676,2055,203,108,651,10.123,0.9538
106677,66,1,1,66,66.0,1.0
106678,21,1,1,21,21.0,1.0
106679,36,2,1,35,18.0,0.9722
106680,1129,69,67,94,16.362,0.9982
106681,195,1,1,195,195.0,1.0
106682,310,38,25,66,8.158,0.9581
106683,49,2,2,32,24.5,1.0
106684,34,1,1,34,34.0,1.0
106685,77,1,1,77,77.0,1.0
106686,176,10,7,70,17.6,0.983
106687,399,14,9,125,28.5,0.9875
106688,28,1,1,28,28.0,1.0
106689,23,1,1,23,23.0,1.0
106690,87,8,5,52,10.875,0.9655
106691,29,1,1,29,29.0,1.0
106692,90,1,1,90,90.0,1.0
106693,29,1,1,29,29.0,1.0
106694,160,1,1,160,160.0,1.0
106695,400,5,5,201,80.0,1.0
106696,100,2,2,72,50.0,1.0
106697,130,1,1,130,130.0,1.0
106698,139,1,1,139,139.0,1.0
106699,435,17,14,288,25.588,0.9931
106700,27,1,1,27,27.0,1.0
106701,45,1,1,45,45.0,1.0
106702,100,1,1,100,100.0,1.0
106703,369,8,8,183,46.125,1.0
106704,54,1,1,54,54.0,1.0
106705,143,25,15,54,5.72,0.9301
106706,41,1,1,41,41.0,1.0
106707,55,1,1,55,55.0,1.0
106708,86,2,2,67,43.0,1.0
106709,24,1,1,24,24.0,1.0
106710,91,1,1,91,91.0,1.0
106711,129,1,1,129,129.0,1.0
106712,891,368,94,309,2.421,0.6925
106713,63,1,1,63,63.0,1.0
106714,71,2,1,70,35.5,0.9859
106715,55,2,2,38,27.5,1.0
106716,46,6,6,21,7.667,1.0
106717,87,1,1,87,87.0,1.0
106718,235,29,10,64,8.103,0.9191
106719,20,1,1,20,20.0,1.0
106720,112,1,1,112,112.0,1.0
106721,1240,8,7,662,155.0,0.9992
106722,25,1,1,25,25.0,1.0
106723,51,1,1,51,51.0,1.0
106724,37,1,1,37,37.0,1.0
106725,63,1,1,63,63.0,1.0
106726,20,1,1,20,20.0,1.0
106727,22,1,1,22,22.0,1.0
106728,37,1,1,37,37.0,1.0
106729,54,1,1,54,54.0,1.0
106730,22,2,2,15,11.0,1.0
106731,51,1,1,51,51.0,1.0
106732,305,3,3,145,101.667,1.0
106733,39,5,3,20,7.8,0.9487
106734,25,1,1,25,25.0,1.0
106735,247,59,22,104,4.186,0.8502
106736,278,1,1,278,278.0,1.0
106737,977,9,9,429,108.556,1.0
106738,52,2,1,51,26.0,0.9808
106739,42,1,1,42,42.0,1.0
106740,22,1,1,22,22.0,1.0
106741,37,2,1,36,18.5,0.973
106742,37,1,1,37,37.0,1.0
106743,21,2,2,19,10.5,1.0
106744,37,1,1,37,37.0,1.0
106745,92,10,9,33,9.2,0.9891
106746,151,1,1,151,151.0,1.0
106747,30,3,2,23,10.0,0.9667
106748,25,1,1,25,25.0,1.0
106749,187,2,2,181,93.5,1.0
106750,331,11,9,202,30.091,0.994
106751,60,1,1,60,60.0,1.0
106752,72,1,1,72,72.0,1.0
106753,469,11,11,99,42.636,1.0
106754,75,1,1,75,75.0,1.0
106755,842,323,109,235,2.607,0.7458
106756,67,1,1,67,67.0,1.0
106757,149,29,18,47,5.138,0.9262
106758,26,1,1,26,26.0,1.0
106759,157,1,1,157,157.0,1.0
106760,90,1,1,90,90.0,1.0
106761,23,1,1,23,23.0,1.0
106762,95,1,1,95,95.0,1.0
106763,24,1,1,24,24.0,1.0
106764,78,2,2,72,39.0,1.0
106765,71,6,4,40,11.833,0.9718
106766,73,1,1,73,73.0,1.0
106767,199,6,6,62,33.167,1.0
106768,71,1,1,71,71.0,1.0
106769,205,1,1,205,205.0,1.0
106770,260,4,4,89,65.0,1.0
106771,37,2,1,36,18.5,0.973
106772,55,1,1,55,55.0,1.0
106773,29,1,1,29,29.0,1.0
106774,90,1,1,90,90.0,1.0
106775,71,1,1,71,71.0,1.0
106776,416,13,9,120,32.0,0.9904
106777,75,1,1,75,75.0,1.0
106778,53,1,1,53,53.0,1.0
106779,338,23,22,116,14.696,0.997
106780,49,1,1,49,49.0,1.0
106781,44,1,1,44,44.0,1.0
106782,464,8,8,205,58.0,1.0
106783,83,1,1,83,83.0,1.0
106784,32,1,1,32,32.0,1.0
106785,221,6,3,206,36.833,0.9864
106786,66,1,1,66,66.0,1.0
106787,24,3,3,17,8.0,1.0
106788,20,1,1,20,20.0,1.0
106789,24,1,1,24,24.0,1.0
106790,55,1,1,55,55.0,1.0
106791,39,1,1,39,39.0,1.0
106792,74,1,1,74,74.0,1.0
106793,36,1,1,36,36.0,1.0
106794,64,1,1,64,64.0,1.0
106795,30,13,7,9,2.308,0.8
106796,101,2,2,85,50.5,1.0
106797,36,1,1,36,36.0,1.0
106798,20,1,1,20,20.0,1.0
106799,74,1,1,74,74.0,1.0
106800,100,1,1,100,100.0,1.0
106801,59,1,1,59,59.0,1.0
106802,1037,69,30,423,15.029,0.9624
106803,51,1,1,51,51.0,1.0
106804,325,74,37,136,4.392,0.8862
106805,47,1,1,47,47.0,1.0
106806,172,1,1,172,172.0,1.0
106807,98,1,1,98,98.0,1.0
106808,202,5,3,138,40.4,0.9901
106809,192,4,2,124,48.0,0.9896
106810,261,2,2,190,130.5,1.0
106811,129,5,4,75,25.8,0.9922
106812,26,1,1,26,26.0,1.0
106813,516,4,3,387,129.0,0.9981
106814,20,1,1,20,20.0,1.0
106815,48,1,1,48,48.0,1.0
106816,20,1,1,20,20.0,1.0
106817,595,17,15,314,35.0,0.9966
106818,41,2,2,31,20.5,1.0
106819,31,2,1,30,15.5,0.9677
106820,24,1,1,24,24.0,1.0
106821,20,1,1,20,20.0,1.0
106822,364,105,39,41,3.467,0.8187
106823,92,4,4,58,23.0,1.0
106824,168,8,8,68,21.0,1.0
106825,71,1,1,71,71.0,1.0
106826,67,2,2,62,33.5,1.0
106827,144,2,2,94,72.0,1.0
106828,25,1,1,25,25.0,1.0
106829,50,1,1,50,50.0,1.0
106830,20,1,1,20,20.0,1.0
106831,250,11,9,113,22.727,0.992
106832,88,1,1,88,88.0,1.0
106833,101,1,1,101,101.0,1.0
106834,35,1,1,35,35.0,1.0
106835,88,1,1,88,88.0,1.0
106836,564,25,22,162,22.56,0.9947
106837,76,1,1,76,76.0,1.0
106838,735,4,4,421,183.75,1.0
106839,41,5,3,22,8.2,0.9512
106840,70,1,1,70,70.0,1.0
106841,56,1,1,56,56.0,1.0
106842,41,1,1,41,41.0,1.0
106843,35,1,1,35,35.0,1.0
106844,90,2,2,55,45.0,1.0
106845,85,6,6,38,14.167,1.0
106846,31,2,1,30,15.5,0.9677
106847,101,1,1,101,101.0,1.0
106848,30,1,1,30,30.0,1.0
106849,96,1,1,96,96.0,1.0
106850,62,1,1,62,62.0,1.0
106851,30,1,1,30,30.0,1.0
106852,405,36,24,89,11.25,0.9704
106853,139,1,1,139,139.0,1.0
106854,283,4,2,183,70.75,0.9929
106855,33,1,1,33,33.0,1.0
106856,39,2,1,38,19.5,0.9744
106857,47,1,1,47,47.0,1.0
106858,35,2,2,33,17.5,1.0
106859,63,1,1,63,63.0,1.0
106860,176,4,4,70,44.0,1.0
106861,141,8,8,47,17.625,1.0
106862,29,3,3,15,9.667,1.0
106863,43,4,1,40,10.75,0.9302
106864,113,4,4,50,28.25,1.0
106865,274,6,6,183,45.667,1.0
106866,137,2,2,93,68.5,1.0
106867,23,1,1,23,23.0,1.0
106868,25,1,1,25,25.0,1.0
106869,20,1,1,20,20.0,1.0
106870,131,1,1,131,131.0,1.0
106871,185,28,23,45,6.607,0.973
106872,94,2,2,78,47.0,1.0
106873,29,2,2,20,14.5,1.0
106874,92,1,1,92,92.0,1.0
106875,192,22,15,83,8.727,0.9635
106876,22,2,2,17,11.0,1.0
106877,458,7,6,257,65.429,0.9978
106878,102,3,2,93,34.0,0.9902
106879,160,3,2,141,53.333,0.9938
106880,25,1,1,25,25.0,1.0
106881,137,2,2,135,68.5,1.0
106882,130,8,4,105,16.25,0.9692
106883,196,1,1,196,196.0,1.0
106884,25,1,1,25,25.0,1.0
106885,26,1,1,26,26.0,1.0
106886,28,2,2,18,14.0,1.0
106887,236,41,27,81,5.756,0.9407
106888,183,3,2,158,61.0,0.9945
106889,57,1,1,57,57.0,1.0
106890,44,1,1,44,44.0,1.0
106891,185,12,12,34,15.417,1.0
106892,50,1,1,50,50.0,1.0
106893,232,5,4,112,46.4,0.9957
106894,547,20,14,291,27.35,0.989
106895,446,3,3,223,148.667,1.0
106896,29,1,1,29,29.0,1.0
106897,677,16,16,256,42.312,1.0
106898,40,2,1,39,20.0,0.975
106899,42,2,2,32,21.0,1.0
106900,81,1,1,81,81.0,1.0
106901,39,1,1,39,39.0,1.0
106902,56,2,2,32,28.0,1.0
106903,46,3,3,21,15.333,1.0
106904,92,2,2,65,46.0,1.0
106905,45,1,1,45,45.0,1.0
106906,1821,24,21,445,75.875,0.9984
106907,28,1,1,28,28.0,1.0
106908,82,1,1,82,82.0,1.0
106909,94,1,1,94,94.0,1.0
106910,45,1,1,45,45.0,1.0
106911,757,2,2,478,378.5,1.0
106912,378,1,1,378,378.0,1.0
106913,37,1,1,37,37.0,1.0
106914,138,1,1,138,138.0,1.0
106915,85,1,1,85,85.0,1.0
106916,37,1,1,37,37.0,1.0
106917,204,1,1,204,204.0,1.0
106918,76,2,1,75,38.0,0.9868
106919,254,12,10,159,21.167,0.9921
106920,82,1,1,82,82.0,1.0
106921,74,2,2,69,37.0,1.0
106922,775,17,7,560,45.588,0.9871
106923,76,1,1,76,76.0,1.0
106924,35,1,1,35,35.0,1.0
106925,557,33,31,127,16.879,0.9964
106926,25,1,1,25,25.0,1.0
106927,72,2,2,59,36.0,1.0
106928,25,1,1,25,25.0,1.0
106929,102,7,5,75,14.571,0.9804
106930,50,1,1,50,50.0,1.0
106931,229,2,2,122,114.5,1.0
106932,29,1,1,29,29.0,1.0
